,Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers,Number of Present Teachers
1955,2011,307,Lira,Deputy headteacher,Day,14.0,8.0,2.0,24.0,,
1956,2011,307,Lira,Deputy headteacher,Day,13.0,11.0,2.0,26.0,,
1957,2011,307,Lira,Head teacher,Day,10.0,2.0,,12.0,,
1958,2011,307,Lira,Head teacher,Day,20.0,6.0,,26.0,9.0,17.0
1959,2011,307,Lira,Head teacher,Day,10.0,5.0,2.0,17.0,,
1960,2011,307,Lira,Head teacher,Day,7.0,3.0,,10.0,,
1961,2011,307,Lira,Deputy headteacher,Day,10.0,4.0,,14.0,5.0,9.0
1962,2011,307,Lira,Head teacher,Day,9.0,6.0,,15.0,,
1963,2011,307,Lira,Deputy headteacher,Day,9.0,1.0,0.0,10.0,12.0,-2.0
1964,2011,307,Lira,Senior teacher,Day,11.0,1.0,,12.0,,
1965,2011,307,Lira,Head teacher,Day,20.0,5.0,0.0,25.0,19.0,6.0
1966,2011,307,Lira,Senior teacher,Day,9.0,6.0,0.0,15.0,55.0,-40.0
1967,2011,307,Lira,Head teacher,Day,10.0,3.0,1.0,14.0,65.0,-51.0
1968,2011,307,Lira,Deputy headteacher,Day,12.0,3.0,2.0,17.0,19.0,-2.0
1969,2011,307,Lira,Deputy headteacher,Both,12.0,11.0,2.0,25.0,,
1970,2011,307,Lira,Senior teacher,Both,5.0,2.0,1.0,8.0,5.0,3.0
1971,2011,307,Lira,Head teacher,Day,10.0,3.0,,13.0,,
1972,2011,307,Lira,Head teacher,Day,11.0,4.0,,15.0,,
1973,2011,307,Lira,Deputy headteacher,Day,9.0,8.0,1.0,18.0,,
1974,2011,307,Lira,Deputy headteacher,Both,12.0,12.0,1.0,25.0,5.0,20.0
1975,2011,307,Lira,Head teacher,Day,13.0,12.0,,25.0,,
1976,2011,307,Lira,Senior teacher,Day,8.0,3.0,0.0,11.0,5.0,6.0
1977,2011,307,Lira,Head teacher,Day,8.0,,,8.0,,
1978,2011,307,Lira,Deputy headteacher,Day,7.0,3.0,,10.0,,
1979,2011,307,Lira,Deputy headteacher,Day,9.0,0.0,0.0,9.0,18.0,-9.0
1980,2011,307,Lira,Head teacher,Day,7.0,3.0,8.0,18.0,,
1981,2011,307,Lira,Senior teacher,Day,14.0,10.0,,24.0,,
1982,2011,308,Moroto,Deputy headteacher,Both,6.0,8.0,,14.0,,
1983,2011,308,Moroto,Head teacher,Both,3.0,1.0,,4.0,,
1984,2011,308,Moroto,Senior teacher,Both,4.0,3.0,,7.0,,
1985,2011,308,Moroto,Head teacher,Both,3.0,1.0,0.0,4.0,0.0,4.0
1986,2011,308,Moroto,Head teacher,Both,4.0,2.0,,6.0,9.0,-3.0
1987,2011,308,Moroto,Head teacher,Both,11.0,6.0,0.0,17.0,8.0,9.0
1988,2011,308,Moroto,Head teacher,Both,5.0,2.0,0.0,7.0,24.0,-17.0
1989,2011,308,Moroto,Head teacher,Both,2.0,1.0,,3.0,,
1990,2011,308,Moroto,Head teacher,Both,1.0,3.0,,4.0,,
1991,2011,308,Moroto,Deputy headteacher,Both,2.0,3.0,,5.0,15.0,-10.0
1992,2011,308,Moroto,Head teacher,Both,1.0,3.0,1.0,5.0,,
1993,2011,308,Moroto,Head teacher,Both,6.0,2.0,0.0,8.0,,
1994,2011,308,Moroto,Head teacher,Both,5.0,1.0,,6.0,,
1995,2011,308,Moroto,Head teacher,Both,3.0,4.0,1.0,8.0,,
1996,2011,308,Moroto,Head teacher,Both,6.0,7.0,,13.0,,
1997,2011,308,Moroto,Head teacher,Both,3.0,4.0,2.0,9.0,,
1998,2011,308,Moroto,Head teacher,Day,4.0,5.0,,9.0,,
1999,2011,308,Moroto,Deputy headteacher,Day,5.0,1.0,6.0,12.0,,
2000,2011,309,Moyo,Deputy headteacher,Day,4.0,1.0,2.0,7.0,,
2001,2011,309,Moyo,Deputy headteacher,Day,9.0,2.0,,11.0,8.0,3.0
2002,2011,309,Moyo,Senior teacher,Day,7.0,3.0,8.0,18.0,,
2003,2011,309,Moyo,Deputy headteacher,Day,5.0,2.0,1.0,8.0,,
2004,2011,309,Moyo,Deputy headteacher,Day,10.0,4.0,2.0,16.0,,
2005,2011,309,Moyo,Deputy headteacher,Day,6.0,2.0,,8.0,,
2006,2011,309,Moyo,Deputy headteacher,Day,5.0,4.0,0.0,9.0,12.0,-3.0
2007,2011,309,Moyo,Head teacher,Day,5.0,1.0,,6.0,,
2008,2011,309,Moyo,Head teacher,Day,7.0,1.0,1.0,9.0,0.0,9.0
2009,2011,309,Moyo,Head teacher,Day,9.0,3.0,,12.0,,
2010,2011,309,Moyo,Head teacher,Day,7.0,1.0,0.0,8.0,2.0,6.0
2011,2011,309,Moyo,Head teacher,Day,11.0,2.0,,13.0,,
2012,2011,309,Moyo,Deputy headteacher,Day,7.0,3.0,0.0,10.0,4.0,6.0
2013,2011,309,Moyo,Deputy headteacher,Day,19.0,6.0,,25.0,,
2014,2011,309,Moyo,Deputy headteacher,Day,9.0,1.0,,10.0,,
2015,2011,309,Moyo,Deputy headteacher,Day,9.0,5.0,1.0,15.0,14.0,1.0
2016,2011,309,Moyo,Head teacher,Day,13.0,3.0,8.0,24.0,8.0,16.0
2017,2011,309,Moyo,Deputy headteacher,Day,7.0,1.0,,8.0,,
2018,2011,309,Moyo,Deputy headteacher,Day,7.0,2.0,,9.0,5.0,4.0
2019,2011,309,Moyo,Head teacher,Day,5.0,8.0,1.0,14.0,,
2020,2011,309,Moyo,Head teacher,Day,12.0,9.0,0.0,21.0,0.0,21.0
2021,2011,309,Moyo,Head teacher,Day,3.0,6.0,,9.0,14.0,-5.0
2022,2011,309,Moyo,Head teacher,Day,3.0,4.0,1.0,8.0,7.0,1.0
2023,2011,309,Moyo,Deputy headteacher,Day,9.0,4.0,,13.0,,
2024,2011,309,Moyo,Head teacher,Day,9.0,8.0,,17.0,,
2025,2011,309,Moyo,Deputy headteacher,Day,11.0,8.0,0.0,19.0,19.0,0.0
2026,2011,310,Nebbi,Deputy headteacher,Day,16.0,2.0,5.0,23.0,8.0,15.0
2027,2011,310,Nebbi,Deputy headteacher,Day,8.0,2.0,,10.0,6.0,4.0
2028,2011,310,Nebbi,Head teacher,Day,10.0,3.0,0.0,13.0,13.0,0.0
2029,2011,310,Nebbi,Head teacher,Day,9.0,3.0,,12.0,,
2030,2011,310,Nebbi,Head teacher,Day,9.0,3.0,,12.0,,
2031,2011,310,Nebbi,Head teacher,Day,8.0,2.0,2.0,12.0,,
2032,2011,310,Nebbi,Head teacher,Day,11.0,1.0,0.0,12.0,,
2033,2011,310,Nebbi,Senior teacher,Day,6.0,1.0,,7.0,,
2034,2011,310,Nebbi,Head teacher,Day,12.0,4.0,1.0,17.0,,
2035,2011,310,Nebbi,Deputy headteacher,Day,6.0,2.0,2.0,10.0,4.0,6.0
2036,2011,310,Nebbi,Head teacher,Day,14.0,3.0,1.0,18.0,,
2037,2011,310,Nebbi,Deputy headteacher,Day,8.0,10.0,3.0,21.0,75.0,-54.0
2038,2011,310,Nebbi,Head teacher,Day,10.0,6.0,1.0,17.0,,
2039,2011,310,Nebbi,Head teacher,Day,12.0,4.0,7.0,23.0,,
2040,2011,310,Nebbi,Head teacher,Day,9.0,2.0,0.0,11.0,,
2041,2011,310,Nebbi,Deputy headteacher,Day,13.0,14.0,,27.0,,
2042,2011,310,Nebbi,Senior teacher,Day,11.0,1.0,1.0,13.0,12.0,1.0
2043,2011,310,Nebbi,Deputy headteacher,Day,10.0,8.0,2.0,20.0,84.0,-64.0
2044,2011,310,Nebbi,Head teacher,Day,8.0,1.0,,9.0,,
2045,2011,310,Nebbi,,Day,7.0,5.0,1.0,13.0,11.0,2.0
2046,2011,310,Nebbi,Deputy headteacher,Day,11.0,7.0,1.0,19.0,19.0,0.0
2047,2011,310,Nebbi,Head teacher,Day,6.0,2.0,1.0,9.0,,
2048,2011,310,Nebbi,Deputy headteacher,Day,13.0,3.0,3.0,19.0,25.0,-6.0
2049,2011,310,Nebbi,Head teacher,Day,17.0,2.0,2.0,21.0,,
2050,2011,310,Nebbi,Head teacher,Day,11.0,1.0,,12.0,,
2051,2011,310,Nebbi,Head teacher,Day,9.0,4.0,0.0,13.0,,
2052,2011,310,Nebbi,Deputy headteacher,Day,9.0,1.0,0.0,10.0,10.0,0.0
2053,2011,310,Nebbi,Head teacher,Day,8.0,0.0,2.0,10.0,6.0,4.0
2054,2011,310,Nebbi,Deputy headteacher,Day,10.0,2.0,1.0,13.0,,
2055,2011,311,Nakapiripirit,Head teacher,Both,4.0,2.0,,6.0,10.0,-4.0
2056,2011,311,Nakapiripirit,Head teacher,Day,4.0,3.0,,7.0,,
2057,2011,311,Nakapiripirit,Deputy headteacher,Both,6.0,5.0,,11.0,,
2058,2011,311,Nakapiripirit,Head teacher,Day,6.0,1.0,0.0,7.0,,
2059,2011,311,Nakapiripirit,Deputy headteacher,Both,8.0,3.0,,11.0,,
2060,2011,311,Nakapiripirit,Head teacher,Both,9.0,3.0,2.0,14.0,,
2061,2011,311,Nakapiripirit,Head teacher,Day,6.0,2.0,,8.0,,
2062,2011,311,Nakapiripirit,Head teacher,Both,7.0,2.0,0.0,9.0,6.0,3.0
2063,2011,311,Nakapiripirit,Head teacher,Boarding,13.0,4.0,1.0,18.0,15.0,3.0
2064,2011,311,Nakapiripirit,Deputy headteacher,Both,10.0,4.0,,14.0,,
2065,2011,311,Nakapiripirit,Deputy headteacher,Both,7.0,4.0,,11.0,,
2066,2011,311,Nakapiripirit,Head teacher,Day,5.0,2.0,2.0,9.0,,
2067,2011,311,Nakapiripirit,Head teacher,Both,14.0,7.0,,21.0,7.0,14.0
2068,2011,311,Nakapiripirit,Head teacher,Day,6.0,2.0,,8.0,,
2069,2011,311,Nakapiripirit,Head teacher,Day,6.0,2.0,2.0,10.0,,
2070,2011,312,Pader,Head teacher,Day,6.0,2.0,,8.0,,
2071,2011,312,Pader,Head teacher,Day,5.0,1.0,,6.0,,
2072,2011,312,Pader,Deputy headteacher,Day,6.0,1.0,,7.0,,
2073,2011,312,Pader,Head teacher,Day,6.0,2.0,0.0,8.0,0.0,8.0
2074,2011,312,Pader,Head teacher,Day,20.0,2.0,3.0,25.0,,
2075,2011,312,Pader,Senior teacher,Day,7.0,1.0,0.0,8.0,3.0,5.0
2076,2011,312,Pader,Head teacher,Day,7.0,2.0,2.0,11.0,,
2077,2011,312,Pader,Deputy headteacher,Day,4.0,3.0,2.0,9.0,1.0,8.0
2078,2011,312,Pader,Deputy headteacher,Day,9.0,1.0,1.0,11.0,,
2079,2011,312,Pader,Senior teacher,Day,8.0,,,8.0,,
2080,2011,312,Pader,Deputy headteacher,Day,5.0,3.0,,8.0,40.0,-32.0
2081,2011,312,Pader,Head teacher,Day,6.0,1.0,1.0,8.0,8.0,0.0
2082,2011,312,Pader,Head teacher,Both,17.0,4.0,1.0,22.0,,
2083,2011,312,Pader,Deputy headteacher,Day,7.0,1.0,,8.0,,
2084,2011,312,Pader,Deputy headteacher,Day,7.0,,,7.0,,
2085,2011,312,Pader,Head teacher,Day,8.0,2.0,2.0,12.0,,
2086,2011,312,Pader,Deputy headteacher,Day,12.0,3.0,,15.0,,
2087,2011,312,Pader,Deputy headteacher,Day,5.0,2.0,0.0,7.0,30.0,-23.0
2088,2011,312,Pader,Deputy headteacher,Day,6.0,1.0,2.0,9.0,14.0,-5.0
2089,2011,312,Pader,Deputy headteacher,Day,5.0,1.0,3.0,9.0,0.0,9.0
2090,2011,312,Pader,Head teacher,Day,7.0,1.0,0.0,8.0,10.0,-2.0
2091,2011,312,Pader,Head teacher,Day,4.0,1.0,1.0,6.0,,
2092,2011,312,Pader,Deputy headteacher,Day,20.0,7.0,5.0,32.0,,
2093,2011,312,Pader,Head teacher,Both,14.0,6.0,8.0,28.0,5.0,23.0
2094,2011,312,Pader,Head teacher,Day,5.0,2.0,,7.0,,
2095,2011,312,Pader,Head teacher,Day,5.0,1.0,,6.0,,
2096,2011,312,Pader,Head teacher,Day,6.0,1.0,,7.0,,
2097,2011,312,Pader,Deputy headteacher,Day,5.0,1.0,,6.0,,
2098,2011,312,Pader,Deputy headteacher,Day,6.0,2.0,0.0,8.0,5.0,3.0
2099,2011,313,Yumbe,Head teacher,Day,10.0,2.0,0.0,12.0,25.0,-13.0
2100,2011,313,Yumbe,Head teacher,Day,11.0,4.0,,15.0,,
2101,2011,313,Yumbe,Head teacher,Day,12.0,,,12.0,,
2102,2011,313,Yumbe,Head teacher,Day,7.0,1.0,0.0,8.0,,
2103,2011,313,Yumbe,Head teacher,Day,18.0,6.0,1.0,25.0,13.0,12.0
2104,2011,313,Yumbe,Deputy headteacher,Day,13.0,2.0,,15.0,,
2105,2011,313,Yumbe,Senior teacher,Day,15.0,1.0,,16.0,,
2106,2011,313,Yumbe,Deputy headteacher,Day,7.0,1.0,0.0,8.0,21.0,-13.0
2107,2011,313,Yumbe,Deputy headteacher,Day,15.0,1.0,16.0,32.0,,
2108,2011,313,Yumbe,Head teacher,Day,12.0,1.0,1.0,14.0,,
2109,2011,313,Yumbe,Head teacher,Day,13.0,6.0,,19.0,39.0,-20.0
2110,2011,313,Yumbe,Deputy headteacher,Day,11.0,1.0,,12.0,,
2111,2011,313,Yumbe,Senior teacher,Day,8.0,6.0,,14.0,,
2112,2011,313,Yumbe,Head teacher,Day,11.0,2.0,,13.0,5.0,8.0
2113,2011,313,Yumbe,Senior teacher,Day,6.0,4.0,9.0,19.0,,
2114,2011,313,Yumbe,Head teacher,Day,15.0,7.0,2.0,24.0,12.0,12.0
2115,2011,313,Yumbe,Head teacher,Day,12.0,4.0,0.0,16.0,2.0,14.0
2116,2011,313,Yumbe,Deputy headteacher,Day,6.0,1.0,,7.0,,
2117,2011,313,Yumbe,Head teacher,Day,7.0,,,7.0,,
2118,2011,313,Yumbe,Head teacher,Day,8.0,3.0,,11.0,,
2119,2011,313,Yumbe,Head teacher,Day,7.0,2.0,0.0,9.0,10.0,-1.0
2120,2011,313,Yumbe,Deputy headteacher,Day,18.0,1.0,8.0,27.0,,
2121,2011,313,Yumbe,Head teacher,Day,8.0,2.0,,10.0,,
2122,2011,313,Yumbe,Deputy headteacher,Day,20.0,10.0,,30.0,35.0,-5.0
2123,2011,313,Yumbe,Deputy headteacher,Day,12.0,12.0,3.0,27.0,,
2124,2011,314,Abim,Head teacher,Both,16.0,9.0,3.0,28.0,6.0,22.0
2125,2011,314,Abim,Deputy headteacher,Day,7.0,3.0,,10.0,,
2126,2011,314,Abim,Deputy headteacher,Day,11.0,4.0,1.0,16.0,6.0,10.0
2127,2011,314,Abim,Deputy headteacher,Both,11.0,6.0,0.0,17.0,0.0,17.0
2128,2011,314,Abim,Head teacher,Both,14.0,4.0,,18.0,15.0,3.0
2129,2011,314,Abim,Head teacher,Both,15.0,6.0,1.0,22.0,,
2130,2011,314,Abim,Head teacher,Both,12.0,5.0,,17.0,,
2131,2011,314,Abim,Head teacher,Day,2.0,4.0,1.0,7.0,,
2132,2011,314,Abim,Deputy headteacher,Day,10.0,2.0,,12.0,,
2133,2011,314,Abim,Head teacher,Day,12.0,2.0,,14.0,,
2134,2011,314,Abim,Head teacher,Both,17.0,4.0,0.0,21.0,1.0,20.0
2135,2011,314,Abim,Deputy headteacher,Day,12.0,2.0,2.0,16.0,0.0,16.0
2136,2011,314,Abim,Head teacher,Both,11.0,5.0,0.0,16.0,7.0,9.0
2137,2011,314,Abim,Head teacher,Day,11.0,2.0,,13.0,,
2138,2011,314,Abim,Deputy headteacher,Day,18.0,5.0,0.0,23.0,0.0,23.0
2139,2011,314,Abim,Head teacher,Day,7.0,3.0,0.0,10.0,2.0,8.0
2140,2011,314,Abim,Head teacher,Day,13.0,4.0,,17.0,,
2141,2011,314,Abim,Head teacher,Both,12.0,0.0,0.0,12.0,0.0,12.0
2142,2011,314,Abim,Head teacher,Both,14.0,5.0,2.0,21.0,13.0,8.0
2143,2011,314,Abim,Head teacher,Both,18.0,5.0,0.0,23.0,3.0,20.0
2144,2011,314,Abim,Head teacher,Day,10.0,3.0,,13.0,,
2145,2011,314,Abim,Head teacher,Both,10.0,3.0,0.0,13.0,14.0,-1.0
2146,2011,314,Abim,Deputy headteacher,Day,9.0,1.0,,10.0,,
2147,2011,314,Abim,Head teacher,Day,8.0,3.0,,11.0,,
2148,2011,314,Abim,Deputy headteacher,Both,8.0,,,8.0,,
2149,2011,315,Amolatar,Head teacher,Day,17.0,6.0,2.0,25.0,0.0,25.0
2150,2011,315,Amolatar,Head teacher,Day,11.0,2.0,,13.0,,
2151,2011,315,Amolatar,Head teacher,Day,10.0,2.0,,12.0,,
2152,2011,315,Amolatar,Head teacher,Day,8.0,5.0,,13.0,5.0,8.0
2153,2011,315,Amolatar,Head teacher,Day,11.0,1.0,1.0,13.0,,
2154,2011,315,Amolatar,Head teacher,Day,2.0,5.0,0.0,7.0,,
2155,2011,315,Amolatar,Head teacher,Day,11.0,1.0,,12.0,,
2156,2011,315,Amolatar,Head teacher,Day,11.0,1.0,,12.0,,
2157,2011,315,Amolatar,Head teacher,Day,10.0,2.0,,12.0,,
2158,2011,315,Amolatar,Head teacher,Day,10.0,1.0,0.0,11.0,,
2159,2011,315,Amolatar,Head teacher,Day,13.0,3.0,1.0,17.0,,
2160,2011,315,Amolatar,Head teacher,Day,15.0,2.0,3.0,20.0,,
2161,2011,315,Amolatar,Head teacher,Day,13.0,3.0,16.0,32.0,,
2162,2011,315,Amolatar,Head teacher,Day,14.0,1.0,,15.0,,
2163,2011,315,Amolatar,Deputy headteacher,Day,12.0,2.0,1.0,15.0,,
2164,2011,315,Amolatar,Head teacher,Day,9.0,2.0,,11.0,,
2165,2011,315,Amolatar,Deputy headteacher,Day,12.0,2.0,1.0,15.0,,
2166,2011,315,Amolatar,Head teacher,Day,9.0,5.0,,14.0,,
2167,2011,315,Amolatar,Head teacher,Day,15.0,1.0,0.0,16.0,,
2168,2011,315,Amolatar,Senior teacher,Day,5.0,17.0,11.0,33.0,,
2169,2011,315,Amolatar,Head teacher,Day,8.0,2.0,,10.0,,
2170,2011,315,Amolatar,Head teacher,Day,9.0,3.0,,12.0,,
2171,2011,315,Amolatar,Head teacher,Day,13.0,2.0,0.0,15.0,,
2172,2011,315,Amolatar,Head teacher,Day,12.0,2.0,,14.0,,
2173,2011,315,Amolatar,Head teacher,Day,12.0,1.0,,13.0,,
2174,2011,315,Amolatar,Head teacher,Day,6.0,2.0,,8.0,,
2175,2011,315,Amolatar,Head teacher,Day,7.0,,1.0,8.0,,
2176,2011,315,Amolatar,Head teacher,Both,14.0,3.0,1.0,18.0,,
2177,2011,315,Amolatar,Head teacher,Day,12.0,2.0,2.0,16.0,,
2178,2011,316,Amuru,Head teacher,Day,4.0,4.0,1.0,9.0,,
2179,2011,316,Amuru,Head teacher,Day,10.0,1.0,,11.0,,
2180,2011,316,Amuru,Head teacher,Day,6.0,1.0,,7.0,,
2181,2011,316,Amuru,Deputy headteacher,Day,12.0,3.0,2.0,17.0,,
2182,2011,316,Amuru,Deputy headteacher,Day,20.0,4.0,,24.0,,
2183,2011,316,Amuru,Deputy headteacher,Day,5.0,1.0,,6.0,,
2184,2011,316,Amuru,Deputy headteacher,Day,4.0,0.0,1.0,5.0,1.0,4.0
2185,2011,316,Amuru,Deputy headteacher,Day,6.0,1.0,0.0,7.0,12.0,-5.0
2186,2011,316,Amuru,Head teacher,Day,4.0,5.0,,9.0,,
2187,2011,316,Amuru,Head teacher,Day,4.0,,5.0,9.0,,
2188,2011,316,Amuru,Deputy headteacher,Day,6.0,1.0,0.0,7.0,18.0,-11.0
2189,2011,316,Amuru,Head teacher,Day,9.0,6.0,1.0,16.0,,
2190,2011,316,Amuru,Deputy headteacher,Day,6.0,1.0,,7.0,,
2191,2011,316,Amuru,Head teacher,Day,15.0,4.0,7.0,26.0,11.0,15.0
2192,2011,316,Amuru,Deputy headteacher,Day,3.0,1.0,,4.0,6.0,-2.0
2193,2011,316,Amuru,Deputy headteacher,Day,10.0,3.0,2.0,15.0,,
2194,2011,316,Amuru,Head teacher,Day,4.0,5.0,1.0,10.0,35.0,-25.0
2195,2011,316,Amuru,Head teacher,Day,13.0,11.0,,24.0,,
2196,2011,316,Amuru,Head teacher,Day,11.0,15.0,0.0,26.0,29.0,-3.0
2197,2011,316,Amuru,Head teacher,Day,3.0,3.0,6.0,12.0,,
2198,2011,316,Amuru,Head teacher,Day,9.0,4.0,1.0,14.0,,
2199,2011,316,Amuru,Head teacher,Day,7.0,1.0,1.0,9.0,1.0,8.0
2200,2011,316,Amuru,Head teacher,Day,5.0,2.0,,7.0,36.0,-29.0
2201,2011,316,Amuru,Deputy headteacher,Day,7.0,7.0,,14.0,,
2202,2011,316,Amuru,Head teacher,Day,4.0,3.0,,7.0,,
2203,2011,317,Dokolo,Head teacher,Day,12.0,3.0,,15.0,,
2204,2011,317,Dokolo,Deputy headteacher,Day,9.0,4.0,,13.0,,
2205,2011,317,Dokolo,Head teacher,Both,19.0,5.0,12.0,36.0,,
2206,2011,317,Dokolo,Head teacher,Both,14.0,3.0,1.0,18.0,,
2207,2011,317,Dokolo,Deputy headteacher,Day,10.0,2.0,,12.0,,
2208,2011,317,Dokolo,Deputy headteacher,Day,12.0,3.0,3.0,18.0,,
2209,2011,317,Dokolo,Head teacher,Day,8.0,1.0,,9.0,,
2210,2011,317,Dokolo,Head teacher,Day,14.0,2.0,1.0,17.0,23.0,-6.0
2211,2011,317,Dokolo,Head teacher,Day,19.0,2.0,,21.0,20.0,1.0
2212,2011,317,Dokolo,Deputy headteacher,Day,2.0,6.0,0.0,8.0,6.0,2.0
2213,2011,317,Dokolo,Head teacher,Day,9.0,2.0,0.0,11.0,5.0,6.0
2214,2011,317,Dokolo,Head teacher,Day,10.0,4.0,1.0,15.0,0.0,15.0
2215,2011,317,Dokolo,Head teacher,Day,8.0,2.0,,10.0,,
2216,2011,317,Dokolo,Head teacher,Day,8.0,1.0,1.0,10.0,5.0,5.0
2217,2011,317,Dokolo,Deputy headteacher,Both,12.0,5.0,2.0,19.0,,
2218,2011,317,Dokolo,Deputy headteacher,Day,9.0,2.0,1.0,12.0,,
2219,2011,317,Dokolo,Head teacher,Day,1.0,15.0,2.0,18.0,,
2220,2011,317,Dokolo,Head teacher,Day,12.0,5.0,0.0,17.0,6.0,11.0
2221,2011,317,Dokolo,Head teacher,Day,14.0,2.0,0.0,16.0,3.0,13.0
2222,2011,317,Dokolo,Head teacher,Day,9.0,,,9.0,,
2223,2011,317,Dokolo,Head teacher,Day,9.0,1.0,,10.0,,
2224,2011,317,Dokolo,Head teacher,Day,6.0,1.0,0.0,7.0,,
2225,2011,317,Dokolo,Head teacher,Day,8.0,2.0,,10.0,,
2226,2011,317,Dokolo,Head teacher,Day,11.0,2.0,,13.0,,
2227,2011,317,Dokolo,Deputy headteacher,Day,12.0,1.0,,13.0,,
2228,2011,317,Dokolo,Head teacher,Day,13.0,2.0,,15.0,,
2229,2011,317,Dokolo,Head teacher,Day,11.0,1.0,0.0,12.0,3.0,9.0
2230,2011,318,Kaabong,Deputy headteacher,Day,6.0,1.0,,7.0,,
2231,2011,318,Kaabong,Head teacher,Day,7.0,1.0,0.0,8.0,6.0,2.0
2232,2011,318,Kaabong,Head teacher,Day,2.0,1.0,,3.0,,
2233,2011,318,Kaabong,Senior teacher,Day,5.0,5.0,3.0,13.0,12.0,1.0
2234,2011,318,Kaabong,Deputy headteacher,Day,6.0,2.0,,8.0,,
2235,2011,318,Kaabong,Deputy headteacher,Both,8.0,6.0,,14.0,,
2236,2011,318,Kaabong,,Both,8.0,6.0,,14.0,,
2237,2011,318,Kaabong,,Day,3.0,2.0,,5.0,,
2238,2011,318,Kaabong,Deputy headteacher,Day,7.0,2.0,,9.0,,
2239,2011,318,Kaabong,Head teacher,Day,3.0,0.0,0.0,3.0,,
2240,2011,318,Kaabong,Head teacher,Both,11.0,3.0,,14.0,,
2241,2011,318,Kaabong,Head teacher,Day,7.0,0.0,0.0,7.0,0.0,7.0
2242,2011,318,Kaabong,Head teacher,Both,10.0,3.0,0.0,13.0,0.0,13.0
2243,2011,318,Kaabong,Head teacher,Day,5.0,,,5.0,,
2244,2011,318,Kaabong,Deputy headteacher,Day,10.0,1.0,,11.0,,
2245,2011,318,Kaabong,Deputy headteacher,Day,6.0,1.0,0.0,7.0,0.0,7.0
2246,2011,318,Kaabong,Head teacher,Both,10.0,3.0,2.0,15.0,10.0,5.0
2247,2011,318,Kaabong,Head teacher,Day,9.0,1.0,,10.0,,
2248,2011,318,Kaabong,Deputy headteacher,Both,12.0,3.0,,15.0,,
2249,2011,318,Kaabong,Deputy headteacher,Day,6.0,,,6.0,,
2250,2011,318,Kaabong,Head teacher,Day,8.0,1.0,0.0,9.0,0.0,9.0
2251,2011,318,Kaabong,Head teacher,Day,7.0,1.0,0.0,8.0,5.0,3.0
2252,2011,318,Kaabong,Deputy headteacher,Day,6.0,1.0,,7.0,,
2253,2011,318,Kaabong,Head teacher,Day,6.0,1.0,0.0,7.0,0.0,7.0
2254,2011,319,Koboko,Head teacher,Day,6.0,3.0,,9.0,,
2255,2011,319,Koboko,Head teacher,Day,6.0,4.0,0.0,10.0,50.0,-40.0
2256,2011,319,Koboko,Head teacher,Day,15.0,10.0,2.0,27.0,,
2257,2011,319,Koboko,Head teacher,Day,12.0,7.0,,19.0,,
2258,2011,319,Koboko,Deputy headteacher,Day,6.0,4.0,1.0,11.0,48.0,-37.0
2259,2011,319,Koboko,Deputy headteacher,Day,36.0,13.0,0.0,49.0,,
2260,2011,319,Koboko,Head teacher,Day,5.0,,,5.0,,
2261,2011,319,Koboko,Head teacher,Day,8.0,1.0,,9.0,,
2262,2011,319,Koboko,Deputy headteacher,Day,11.0,1.0,2.0,14.0,,
2263,2011,319,Koboko,Head teacher,Day,9.0,2.0,0.0,11.0,,
2264,2011,319,Koboko,Head teacher,Day,12.0,1.0,,13.0,,
2265,2011,319,Koboko,Head teacher,Day,13.0,1.0,,14.0,,
2266,2011,319,Koboko,Head teacher,Day,14.0,1.0,,15.0,,
2267,2011,319,Koboko,Head teacher,Day,13.0,5.0,,18.0,,
2268,2011,319,Koboko,Head teacher,Day,11.0,1.0,,12.0,,
2269,2011,319,Koboko,Head teacher,Day,10.0,6.0,,16.0,,
2270,2011,319,Koboko,Head teacher,Day,11.0,4.0,,15.0,,
2271,2011,319,Koboko,Senior teacher,Day,5.0,1.0,0.0,6.0,,
2272,2011,319,Koboko,Head teacher,Day,9.0,2.0,,11.0,,
2273,2011,319,Koboko,Head teacher,Day,9.0,4.0,,13.0,,
2274,2011,319,Koboko,Head teacher,Day,11.0,2.0,2.0,15.0,,
2275,2011,319,Koboko,Head teacher,Day,12.0,2.0,,14.0,,
2276,2011,319,Koboko,Head teacher,Day,14.0,5.0,2.0,21.0,,
2277,2011,319,Koboko,Deputy headteacher,Day,11.0,2.0,1.0,14.0,,
2278,2011,319,Koboko,Head teacher,Day,19.0,10.0,,29.0,,
2279,2011,319,Koboko,Deputy headteacher,Day,12.0,3.0,0.0,15.0,24.0,-9.0
2280,2011,319,Koboko,Head teacher,Day,12.0,3.0,2.0,17.0,,
2281,2011,319,Koboko,Head teacher,Day,7.0,8.0,1.0,16.0,,
2282,2011,320,Nyadri,Head teacher,Day,10.0,3.0,1.0,14.0,8.0,6.0
2283,2011,320,Nyadri,Head teacher,Day,16.0,7.0,0.0,23.0,15.0,8.0
2284,2011,320,Nyadri,Head teacher,Day,10.0,4.0,,14.0,8.0,6.0
2285,2011,320,Nyadri,Deputy headteacher,Day,10.0,2.0,,12.0,,
