,Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers,Number of Present Teachers
1627,2011,217,Budaka,,Day,13.0,12.0,1.0,26.0,35.0,-9.0
1628,2011,217,Budaka,Head teacher,Day,4.0,12.0,1.0,17.0,,
1629,2011,217,Budaka,Head teacher,Day,6.0,9.0,0.0,15.0,,
1630,2011,217,Budaka,Head teacher,Day,8.0,6.0,,14.0,,
1631,2011,217,Budaka,Head teacher,Day,6.0,6.0,,12.0,,
1632,2011,217,Budaka,Head teacher,Day,13.0,16.0,2.0,31.0,,
1633,2011,217,Budaka,Head teacher,Day,7.0,6.0,1.0,14.0,,
1634,2011,217,Budaka,Head teacher,Day,8.0,7.0,,15.0,,
1635,2011,217,Budaka,Head teacher,Day,11.0,13.0,3.0,27.0,0.0,27.0
1636,2011,217,Budaka,Head teacher,Day,9.0,7.0,,16.0,,
1637,2011,217,Budaka,Head teacher,Day,7.0,7.0,3.0,17.0,,
1638,2011,218,Buduuda,Head teacher,Day,5.0,6.0,8.0,19.0,0.0,19.0
1639,2011,218,Buduuda,Head teacher,Day,7.0,5.0,,12.0,,
1640,2011,218,Buduuda,Deputy headteacher,Day,5.0,4.0,8.0,17.0,,
1641,2011,218,Buduuda,Head teacher,Day,6.0,2.0,0.0,8.0,7.0,1.0
1642,2011,218,Buduuda,Deputy headteacher,Day,6.0,3.0,,9.0,,
1643,2011,218,Buduuda,Deputy headteacher,Day,11.0,6.0,3.0,20.0,,
1644,2011,218,Buduuda,Deputy headteacher,Day,8.0,3.0,,11.0,,
1645,2011,218,Buduuda,Deputy headteacher,Day,8.0,4.0,8.0,20.0,12.0,8.0
1646,2011,218,Buduuda,Head teacher,Day,8.0,1.0,10.0,19.0,,
1647,2011,218,Buduuda,Head teacher,Day,4.0,4.0,,8.0,,
1648,2011,218,Buduuda,Head teacher,Day,3.0,3.0,0.0,6.0,3.0,3.0
1649,2011,218,Buduuda,Head teacher,Day,13.0,14.0,1.0,28.0,32.0,-4.0
1650,2011,218,Buduuda,Head teacher,Day,5.0,6.0,,11.0,17.0,-6.0
1651,2011,218,Buduuda,Head teacher,Day,6.0,5.0,0.0,11.0,17.0,-6.0
1652,2011,218,Buduuda,Head teacher,Day,6.0,8.0,0.0,14.0,3.0,11.0
1653,2011,218,Buduuda,Head teacher,Day,8.0,,0.0,8.0,10.0,-2.0
1654,2011,218,Buduuda,Head teacher,Day,11.0,3.0,7.0,21.0,,
1655,2011,218,Buduuda,Head teacher,Day,9.0,2.0,1.0,12.0,,
1656,2011,218,Buduuda,Deputy headteacher,Day,4.0,2.0,5.0,11.0,8.0,3.0
1657,2011,218,Buduuda,Senior teacher,Day,16.0,5.0,8.0,29.0,,
1658,2011,218,Buduuda,Head teacher,Day,12.0,4.0,0.0,16.0,18.0,-2.0
1659,2011,218,Buduuda,Head teacher,Day,7.0,5.0,1.0,13.0,21.0,-8.0
1660,2011,218,Buduuda,Head teacher,Day,9.0,1.0,0.0,10.0,12.0,-2.0
1661,2011,218,Buduuda,Deputy headteacher,Day,7.0,9.0,1.0,17.0,,
1662,2011,218,Buduuda,Senior teacher,Day,8.0,6.0,,14.0,18.0,-4.0
1663,2011,218,Buduuda,Deputy headteacher,Day,5.0,3.0,,8.0,,
1664,2011,218,Buduuda,Head teacher,Day,7.0,3.0,0.0,10.0,,
1665,2011,218,Buduuda,Head teacher,Day,8.0,6.0,1.0,15.0,,
1666,2011,219,Bukedea,Head teacher,Day,7.0,4.0,1.0,12.0,6.0,6.0
1667,2011,219,Bukedea,Head teacher,Day,5.0,4.0,2.0,11.0,11.0,0.0
1668,2011,219,Bukedea,Head teacher,Day,5.0,5.0,1.0,11.0,42.0,-31.0
1669,2011,219,Bukedea,Head teacher,Day,2.0,5.0,,7.0,,
1670,2011,219,Bukedea,Head teacher,Day,7.0,4.0,,11.0,,
1671,2011,219,Bukedea,Head teacher,Boarding,9.0,5.0,4.0,18.0,,
1672,2011,219,Bukedea,Head teacher,Day,10.0,5.0,1.0,16.0,12.0,4.0
1673,2011,219,Bukedea,Head teacher,Day,5.0,4.0,,9.0,,
1674,2011,219,Bukedea,Head teacher,Day,9.0,5.0,1.0,15.0,5.0,10.0
1675,2011,219,Bukedea,Head teacher,Day,5.0,4.0,0.0,9.0,3.0,6.0
1676,2011,219,Bukedea,Deputy headteacher,Day,7.0,6.0,2.0,15.0,1.0,14.0
1677,2011,219,Bukedea,Head teacher,Day,5.0,3.0,0.0,8.0,1.0,7.0
1678,2011,219,Bukedea,Head teacher,Day,9.0,3.0,0.0,12.0,1.0,11.0
1679,2011,219,Bukedea,Head teacher,Day,5.0,4.0,1.0,10.0,,
1680,2011,219,Bukedea,Head teacher,Day,10.0,3.0,1.0,14.0,6.0,8.0
1681,2011,219,Bukedea,Deputy headteacher,Day,11.0,5.0,1.0,17.0,,
1682,2011,219,Bukedea,Deputy headteacher,Day,6.0,3.0,1.0,10.0,,
1683,2011,219,Bukedea,Deputy headteacher,Day,6.0,2.0,,8.0,,
1684,2011,219,Bukedea,Head teacher,Day,7.0,8.0,2.0,17.0,15.0,2.0
1685,2011,219,Bukedea,Head teacher,Day,4.0,4.0,2.0,10.0,1.0,9.0
1686,2011,219,Bukedea,Head teacher,Day,5.0,3.0,8.0,16.0,1.0,15.0
1687,2011,219,Bukedea,Head teacher,Day,5.0,3.0,1.0,9.0,6.0,3.0
1688,2011,219,Bukedea,Head teacher,Day,7.0,0.0,0.0,7.0,10.0,-3.0
1689,2011,219,Bukedea,Head teacher,Day,3.0,5.0,1.0,9.0,,
1690,2011,219,Bukedea,Head teacher,Day,4.0,2.0,,6.0,,
1691,2011,219,Bukedea,Head teacher,Day,6.0,2.0,0.0,8.0,2.0,6.0
1692,2011,219,Bukedea,Head teacher,Day,5.0,3.0,1.0,9.0,,
1693,2011,219,Bukedea,Head teacher,Day,7.0,3.0,,10.0,,
1694,2011,219,Bukedea,Head teacher,Day,4.0,3.0,2.0,9.0,,
1695,2011,220,Bukwo,Deputy headteacher,Day,12.0,3.0,1.0,16.0,19.0,-3.0
1696,2011,220,Bukwo,Deputy headteacher,Day,12.0,10.0,,22.0,,
1697,2011,220,Bukwo,Head teacher,Day,13.0,2.0,1.0,16.0,,
1698,2011,220,Bukwo,Head teacher,Day,10.0,7.0,1.0,18.0,10.0,8.0
1699,2011,220,Bukwo,Head teacher,Day,11.0,2.0,0.0,13.0,7.0,6.0
1700,2011,220,Bukwo,Head teacher,Day,12.0,10.0,,22.0,24.0,-2.0
1701,2011,220,Bukwo,Head teacher,Day,7.0,,,7.0,,
1702,2011,220,Bukwo,Deputy headteacher,Day,9.0,,4.0,13.0,,
1703,2011,220,Bukwo,Head teacher,Day,12.0,6.0,10.0,28.0,24.0,4.0
1704,2011,220,Bukwo,Head teacher,Day,10.0,1.0,,11.0,,
1705,2011,220,Bukwo,,Day,8.0,3.0,2.0,13.0,14.0,-1.0
1706,2011,220,Bukwo,Head teacher,Day,15.0,4.0,1.0,20.0,,
1707,2011,220,Bukwo,Head teacher,Day,10.0,7.0,2.0,19.0,19.0,0.0
1708,2011,220,Bukwo,Head teacher,Day,6.0,5.0,1.0,12.0,15.0,-3.0
1709,2011,220,Bukwo,Head teacher,Day,17.0,9.0,2.0,28.0,,
1710,2011,220,Bukwo,Head teacher,Day,11.0,11.0,1.0,23.0,13.0,10.0
1711,2011,220,Bukwo,Head teacher,Day,10.0,7.0,2.0,19.0,26.0,-7.0
1712,2011,220,Bukwo,Head teacher,Day,12.0,5.0,,17.0,22.0,-5.0
1713,2011,220,Bukwo,Head teacher,Day,14.0,3.0,,17.0,,
1714,2011,221,Butaleja,Head teacher,Day,8.0,3.0,2.0,13.0,,
1715,2011,221,Butaleja,Head teacher,Day,8.0,4.0,2.0,14.0,,
1716,2011,221,Butaleja,Head teacher,Day,9.0,1.0,,10.0,,
1717,2011,221,Butaleja,Head teacher,Day,7.0,2.0,0.0,9.0,,
1718,2011,221,Butaleja,Head teacher,Day,7.0,3.0,2.0,12.0,,
1719,2011,221,Butaleja,Head teacher,Day,9.0,4.0,1.0,14.0,,
1720,2011,221,Butaleja,Head teacher,Day,7.0,1.0,,8.0,,
1721,2011,221,Butaleja,Head teacher,Day,8.0,4.0,,12.0,,
1722,2011,221,Butaleja,Head teacher,Both,8.0,13.0,0.0,21.0,0.0,21.0
1723,2011,221,Butaleja,Head teacher,Day,4.0,6.0,,10.0,,
1724,2011,221,Butaleja,Head teacher,Day,9.0,5.0,0.0,14.0,6.0,8.0
1725,2011,221,Butaleja,Head teacher,Day,6.0,7.0,0.0,13.0,,
1726,2011,221,Butaleja,Head teacher,Day,10.0,1.0,,11.0,,
1727,2011,221,Butaleja,Head teacher,Day,6.0,4.0,0.0,10.0,,
1728,2011,221,Butaleja,Deputy headteacher,Day,10.0,2.0,,12.0,,
1729,2011,221,Butaleja,Head teacher,Day,8.0,7.0,,15.0,,
1730,2011,221,Butaleja,Head teacher,Day,7.0,3.0,,10.0,,
1731,2011,221,Butaleja,Head teacher,Day,10.0,4.0,0.0,14.0,9.0,5.0
1732,2011,221,Butaleja,Head teacher,Day,4.0,7.0,1.0,12.0,,
1733,2011,221,Butaleja,,Day,12.0,4.0,1.0,17.0,,
1734,2011,221,Butaleja,Deputy headteacher,Day,6.0,3.0,2.0,11.0,,
1735,2011,221,Butaleja,Deputy headteacher,Day,6.0,4.0,0.0,10.0,,
1736,2011,221,Butaleja,Head teacher,Day,8.0,3.0,0.0,11.0,3.0,8.0
1737,2011,221,Butaleja,Deputy headteacher,Both,10.0,10.0,,20.0,,
1738,2011,221,Butaleja,Head teacher,Day,6.0,2.0,,8.0,,
1739,2011,221,Butaleja,Head teacher,Day,10.0,5.0,1.0,16.0,,
1740,2011,221,Butaleja,Head teacher,Day,7.0,4.0,,11.0,,
1741,2011,222,Kaliro,Head teacher,Day,9.0,4.0,,13.0,,
1742,2011,222,Kaliro,Senior teacher,Day,9.0,5.0,0.0,14.0,,
1743,2011,222,Kaliro,Head teacher,Day,4.0,3.0,,7.0,,
1744,2011,222,Kaliro,Head teacher,Day,8.0,6.0,,14.0,,
1745,2011,222,Kaliro,Head teacher,Day,12.0,5.0,1.0,18.0,,
1746,2011,222,Kaliro,Deputy headteacher,Day,10.0,4.0,,14.0,,
1747,2011,222,Kaliro,Head teacher,Day,8.0,3.0,0.0,11.0,10.0,1.0
1748,2011,222,Kaliro,Head teacher,Day,10.0,5.0,0.0,15.0,13.0,2.0
1749,2011,222,Kaliro,Head teacher,Day,8.0,2.0,1.0,11.0,1.0,10.0
1750,2011,222,Kaliro,Deputy headteacher,Day,11.0,4.0,1.0,16.0,,
1751,2011,222,Kaliro,Head teacher,Day,5.0,10.0,,15.0,,
1752,2011,222,Kaliro,Head teacher,Day,5.0,4.0,,9.0,,
1753,2011,222,Kaliro,Head teacher,Day,9.0,5.0,,14.0,,
1754,2011,222,Kaliro,Deputy headteacher,Day,4.0,5.0,0.0,9.0,9.0,0.0
1755,2011,222,Kaliro,Head teacher,Day,5.0,9.0,0.0,14.0,,
1756,2011,222,Kaliro,Head teacher,Day,11.0,7.0,1.0,19.0,16.0,3.0
1757,2011,222,Kaliro,Head teacher,Day,4.0,2.0,,6.0,,
1758,2011,222,Kaliro,Head teacher,Day,8.0,4.0,,12.0,,
1759,2011,222,Kaliro,Head teacher,Day,10.0,4.0,0.0,14.0,14.0,0.0
1760,2011,222,Kaliro,Head teacher,Day,7.0,3.0,,10.0,,
1761,2011,222,Kaliro,Head teacher,Day,7.0,3.0,1.0,11.0,,
1762,2011,222,Kaliro,Deputy headteacher,Day,9.0,4.0,,13.0,20.0,-7.0
1763,2011,222,Kaliro,Head teacher,Day,10.0,4.0,1.0,15.0,,
1764,2011,222,Kaliro,Head teacher,Day,9.0,2.0,1.0,12.0,2.0,10.0
1765,2011,222,Kaliro,Head teacher,Day,11.0,2.0,0.0,13.0,6.0,7.0
1766,2011,222,Kaliro,Senior teacher,Day,7.0,3.0,0.0,10.0,16.0,-6.0
1767,2011,222,Kaliro,Head teacher,Day,11.0,4.0,,15.0,,
1768,2011,222,Kaliro,Head teacher,Day,8.0,4.0,0.0,12.0,,
1769,2011,223,Manafwa,Head teacher,Day,7.0,6.0,,13.0,,
1770,2011,223,Manafwa,Head teacher,Day,7.0,9.0,,16.0,12.0,4.0
1771,2011,223,Manafwa,Head teacher,Day,5.0,7.0,,12.0,49.0,-37.0
1772,2011,223,Manafwa,Senior teacher,Day,14.0,13.0,0.0,27.0,20.0,7.0
1773,2011,223,Manafwa,Head teacher,Day,4.0,1.0,,5.0,,
1774,2011,223,Manafwa,Head teacher,Day,12.0,4.0,0.0,16.0,11.0,5.0
1775,2011,223,Manafwa,Head teacher,Day,12.0,3.0,,15.0,18.0,-3.0
1776,2011,223,Manafwa,Deputy headteacher,Day,14.0,12.0,,26.0,,
1777,2011,223,Manafwa,Head teacher,Day,15.0,7.0,0.0,22.0,26.0,-4.0
1778,2011,223,Manafwa,Head teacher,Day,9.0,10.0,1.0,20.0,12.0,8.0
1779,2011,223,Manafwa,Head teacher,Day,16.0,7.0,1.0,24.0,17.0,7.0
1780,2011,223,Manafwa,Head teacher,Day,4.0,1.0,,5.0,,
1781,2011,223,Manafwa,Head teacher,Day,6.0,2.0,,8.0,,
1782,2011,223,Manafwa,Deputy headteacher,Day,12.0,8.0,,20.0,,
1783,2011,223,Manafwa,Deputy headteacher,Day,8.0,5.0,0.0,13.0,13.0,0.0
1784,2011,223,Manafwa,Head teacher,Both,8.0,10.0,,18.0,,
1785,2011,223,Manafwa,,Day,14.0,3.0,0.0,17.0,,
1786,2011,223,Manafwa,Head teacher,Day,4.0,53.0,0.0,57.0,6.0,51.0
1787,2011,223,Manafwa,Head teacher,Day,11.0,2.0,1.0,14.0,,
1788,2011,223,Manafwa,Head teacher,Day,4.0,4.0,8.0,16.0,,
1789,2011,223,Manafwa,Senior teacher,Day,4.0,4.0,,8.0,,
1790,2011,223,Manafwa,Head teacher,Day,15.0,12.0,,27.0,,
1791,2011,223,Manafwa,Deputy headteacher,Both,11.0,16.0,6.0,33.0,,
1792,2011,223,Manafwa,Head teacher,Day,3.0,7.0,,10.0,,
1793,2011,223,Manafwa,Deputy headteacher,Day,6.0,1.0,0.0,7.0,6.0,1.0
1794,2011,223,Manafwa,,Day,9.0,2.0,2.0,13.0,,
1795,2011,223,Manafwa,Deputy headteacher,Day,8.0,4.0,1.0,13.0,10.0,3.0
1796,2011,223,Manafwa,,Day,6.0,4.0,,10.0,,
1797,2011,223,Manafwa,Deputy headteacher,Day,5.0,0.0,0.0,5.0,12.0,-7.0
1798,2011,301,Adjumani,Head teacher,Day,9.0,10.0,2.0,21.0,25.0,-4.0
1799,2011,301,Adjumani,Head teacher,Day,10.0,7.0,1.0,18.0,2.0,16.0
1800,2011,301,Adjumani,Head teacher,Day,13.0,5.0,,18.0,,
1801,2011,301,Adjumani,Head teacher,Day,9.0,5.0,,14.0,,
1802,2011,301,Adjumani,Head teacher,Day,7.0,4.0,,11.0,,
1803,2011,301,Adjumani,Head teacher,Day,7.0,4.0,0.0,11.0,14.0,-3.0
1804,2011,301,Adjumani,Head teacher,Day,6.0,8.0,,14.0,,
1805,2011,301,Adjumani,Head teacher,Day,5.0,3.0,1.0,9.0,,
1806,2011,301,Adjumani,Deputy headteacher,Day,9.0,7.0,,16.0,,
1807,2011,301,Adjumani,Head teacher,Day,7.0,2.0,,9.0,,
1808,2011,301,Adjumani,Head teacher,Day,7.0,1.0,,8.0,,
1809,2011,301,Adjumani,,Day,7.0,2.0,,9.0,16.0,-7.0
1810,2011,301,Adjumani,Head teacher,Day,5.0,2.0,,7.0,,
1811,2011,301,Adjumani,Head teacher,Day,6.0,2.0,0.0,8.0,14.0,-6.0
1812,2011,301,Adjumani,Deputy headteacher,Day,8.0,1.0,,9.0,,
1813,2011,301,Adjumani,Deputy headteacher,Day,7.0,2.0,,9.0,,
1814,2011,301,Adjumani,Head teacher,Day,6.0,2.0,0.0,8.0,,
1815,2011,301,Adjumani,Head teacher,Day,5.0,3.0,2.0,10.0,,
1816,2011,301,Adjumani,Head teacher,Day,5.0,2.0,0.0,7.0,3.0,4.0
1817,2011,301,Adjumani,Deputy headteacher,Day,5.0,2.0,,7.0,,
1818,2011,301,Adjumani,Head teacher,Day,10.0,3.0,0.0,13.0,5.0,8.0
1819,2011,301,Adjumani,Deputy headteacher,Day,4.0,5.0,1.0,10.0,,
1820,2011,301,Adjumani,Deputy headteacher,Day,6.0,2.0,0.0,8.0,6.0,2.0
1821,2011,301,Adjumani,Head teacher,Day,11.0,8.0,2.0,21.0,11.0,10.0
1822,2011,301,Adjumani,Deputy headteacher,Day,4.0,4.0,2.0,10.0,,
1823,2011,301,Adjumani,Head teacher,Day,4.0,2.0,0.0,6.0,18.0,-12.0
1824,2011,301,Adjumani,Head teacher,Day,8.0,2.0,,10.0,47.0,-37.0
1825,2011,302,Apac,Head teacher,Day,12.0,7.0,,19.0,12.0,7.0
1826,2011,302,Apac,Head teacher,Day,13.0,4.0,1.0,18.0,,
1827,2011,302,Apac,Deputy headteacher,Day,14.0,5.0,,19.0,,
1828,2011,302,Apac,Head teacher,Day,10.0,3.0,,13.0,,
1829,2011,302,Apac,Head teacher,Day,7.0,4.0,,11.0,,
1830,2011,302,Apac,Head teacher,Day,13.0,3.0,2.0,18.0,,
1831,2011,302,Apac,Head teacher,Both,16.0,6.0,11.0,33.0,5.0,28.0
1832,2011,302,Apac,Head teacher,Day,10.0,4.0,6.0,20.0,11.0,9.0
1833,2011,302,Apac,Head teacher,Day,6.0,2.0,,8.0,,
1834,2011,302,Apac,Head teacher,Day,10.0,2.0,12.0,24.0,,
1835,2011,302,Apac,Head teacher,Day,13.0,3.0,,16.0,,
1836,2011,302,Apac,Head teacher,Day,16.0,2.0,,18.0,,
1837,2011,302,Apac,Deputy headteacher,Day,14.0,2.0,1.0,17.0,,
1838,2011,302,Apac,Head teacher,Day,17.0,1.0,4.0,22.0,80.0,-58.0
1839,2011,302,Apac,Head teacher,Day,8.0,3.0,0.0,11.0,4.0,7.0
1840,2011,302,Apac,Senior teacher,Boarding,15.0,7.0,8.0,30.0,,
1841,2011,302,Apac,Head teacher,Day,9.0,4.0,0.0,13.0,,
1842,2011,302,Apac,Head teacher,Day,19.0,4.0,,23.0,,
1843,2011,302,Apac,Head teacher,Day,9.0,2.0,,11.0,,
1844,2011,302,Apac,Head teacher,Day,16.0,2.0,,18.0,,
1845,2011,302,Apac,Head teacher,Day,17.0,4.0,1.0,22.0,,
1846,2011,302,Apac,Head teacher,Day,8.0,2.0,,10.0,,
1847,2011,302,Apac,Head teacher,Day,11.0,2.0,1.0,14.0,5.0,9.0
1848,2011,302,Apac,Head teacher,Day,8.0,1.0,,9.0,,
1849,2011,302,Apac,Head teacher,Day,12.0,3.0,15.0,30.0,,
1850,2011,302,Apac,Head teacher,Day,8.0,6.0,,14.0,,
1851,2011,302,Apac,Deputy headteacher,Day,13.0,5.0,1.0,19.0,22.0,-3.0
1852,2011,302,Apac,Head teacher,Day,9.0,4.0,4.0,17.0,,
1853,2011,303,Arua,Head teacher,Day,12.0,4.0,16.0,32.0,,
1854,2011,303,Arua,Deputy headteacher,Day,17.0,9.0,2.0,28.0,108.0,-80.0
1855,2011,303,Arua,Head teacher,Day,22.0,6.0,2.0,30.0,,
1856,2011,303,Arua,Deputy headteacher,Day,6.0,5.0,,11.0,,
1857,2011,303,Arua,Deputy headteacher,Day,13.0,4.0,0.0,17.0,7.0,10.0
1858,2011,303,Arua,Deputy headteacher,Day,11.0,10.0,,21.0,,
1859,2011,303,Arua,Deputy headteacher,Day,8.0,5.0,1.0,14.0,,
1860,2011,303,Arua,Deputy headteacher,Day,10.0,3.0,0.0,13.0,3.0,10.0
1861,2011,303,Arua,Head teacher,Day,13.0,8.0,,21.0,,
1862,2011,303,Arua,Head teacher,Day,12.0,5.0,,17.0,,
1863,2011,303,Arua,Deputy headteacher,Day,10.0,5.0,0.0,15.0,16.0,-1.0
1864,2011,303,Arua,Head teacher,Day,13.0,10.0,23.0,46.0,,
1865,2011,303,Arua,Head teacher,Day,8.0,2.0,,10.0,,
1866,2011,303,Arua,Head teacher,Day,18.0,4.0,2.0,24.0,24.0,0.0
1867,2011,303,Arua,Deputy headteacher,Day,9.0,11.0,2.0,22.0,0.0,22.0
1868,2011,303,Arua,Senior teacher,Day,20.0,22.0,2.0,44.0,,
1869,2011,303,Arua,Senior teacher,Day,8.0,13.0,,21.0,,
1870,2011,303,Arua,Deputy headteacher,Day,7.0,17.0,,24.0,33.0,-9.0
1871,2011,303,Arua,Deputy headteacher,Day,6.0,13.0,,19.0,88.0,-69.0
1872,2011,303,Arua,Head teacher,Day,16.0,10.0,2.0,28.0,,
1873,2011,303,Arua,Head teacher,Day,12.0,7.0,2.0,21.0,,
1874,2011,303,Arua,Senior teacher,Day,9.0,22.0,1.0,32.0,,
1875,2011,303,Arua,Head teacher,Day,11.0,3.0,,14.0,,
1876,2011,303,Arua,Deputy headteacher,Day,9.0,3.0,0.0,12.0,12.0,0.0
1877,2011,303,Arua,Head teacher,Day,10.0,2.0,0.0,12.0,45.0,-33.0
1878,2011,303,Arua,Deputy headteacher,Day,5.0,1.0,,6.0,,
1879,2011,303,Arua,Head teacher,Day,13.0,2.0,1.0,16.0,28.0,-12.0
1880,2011,303,Arua,Head teacher,Day,9.0,6.0,1.0,16.0,7.0,9.0
1881,2011,303,Arua,Head teacher,Day,7.0,10.0,0.0,17.0,5.0,12.0
1882,2011,304,Gulu,Head teacher,Day,10.0,3.0,0.0,13.0,9.0,4.0
1883,2011,304,Gulu,Deputy headteacher,Day,8.0,12.0,1.0,21.0,12.0,9.0
1884,2011,304,Gulu,Head teacher,Day,11.0,22.0,1.0,34.0,8.0,26.0
1885,2011,304,Gulu,,Day,14.0,10.0,2.0,26.0,,
1886,2011,304,Gulu,Head teacher,Day,10.0,14.0,0.0,24.0,5.0,19.0
1887,2011,304,Gulu,Head teacher,Day,14.0,10.0,0.0,24.0,22.0,2.0
1888,2011,304,Gulu,Head teacher,Day,4.0,6.0,0.0,10.0,13.0,-3.0
1889,2011,304,Gulu,Head teacher,Day,7.0,1.0,0.0,8.0,,
1890,2011,304,Gulu,Deputy headteacher,Day,10.0,5.0,2.0,17.0,9.0,8.0
1891,2011,304,Gulu,Head teacher,Day,8.0,6.0,,14.0,,
1892,2011,304,Gulu,Head teacher,Day,12.0,3.0,,15.0,,
1893,2011,304,Gulu,Head teacher,Day,10.0,2.0,1.0,13.0,6.0,7.0
1894,2011,304,Gulu,Head teacher,Day,5.0,10.0,,15.0,64.0,-49.0
1895,2011,304,Gulu,Head teacher,Day,7.0,16.0,,23.0,,
1896,2011,304,Gulu,Head teacher,Both,13.0,13.0,8.0,34.0,,
1897,2011,304,Gulu,Head teacher,Day,8.0,18.0,1.0,27.0,6.0,21.0
1898,2011,304,Gulu,Head teacher,Day,8.0,11.0,2.0,21.0,,
1899,2011,304,Gulu,Deputy headteacher,Day,15.0,2.0,2.0,19.0,,
1900,2011,304,Gulu,Head teacher,Day,12.0,3.0,1.0,16.0,,
1901,2011,304,Gulu,Senior teacher,Day,11.0,5.0,,16.0,,
1902,2011,304,Gulu,Head teacher,Day,13.0,2.0,3.0,18.0,5.0,13.0
1903,2011,304,Gulu,Head teacher,Day,6.0,4.0,,10.0,46.0,-36.0
1904,2011,304,Gulu,Senior teacher,Day,10.0,4.0,2.0,16.0,4.0,12.0
1905,2011,304,Gulu,Deputy headteacher,Day,20.0,25.0,0.0,45.0,4.0,41.0
1906,2011,304,Gulu,Head teacher,Day,16.0,24.0,0.0,40.0,172.0,-132.0
1907,2011,304,Gulu,Head teacher,Day,7.0,7.0,,14.0,,
1908,2011,304,Gulu,Deputy headteacher,Day,7.0,5.0,12.0,24.0,,
1909,2011,304,Gulu,Senior teacher,Day,8.0,3.0,,11.0,10.0,1.0
1910,2011,305,Kitgum,Head teacher,Day,2.0,7.0,0.0,9.0,34.0,-25.0
1911,2011,305,Kitgum,Deputy headteacher,Day,7.0,1.0,0.0,8.0,23.0,-15.0
1912,2011,305,Kitgum,,Day,6.0,2.0,2.0,10.0,,
1913,2011,305,Kitgum,,Day,2.0,4.0,,6.0,,
1914,2011,305,Kitgum,Senior teacher,Both,12.0,9.0,2.0,23.0,,
1915,2011,305,Kitgum,Deputy headteacher,Day,18.0,22.0,4.0,44.0,,
1916,2011,305,Kitgum,Head teacher,Day,23.0,12.0,,35.0,,
1917,2011,305,Kitgum,Head teacher,Day,5.0,7.0,,12.0,,
1918,2011,305,Kitgum,Head teacher,Day,6.0,2.0,,8.0,,
1919,2011,305,Kitgum,Head teacher,Day,7.0,6.0,1.0,14.0,1.0,13.0
1920,2011,305,Kitgum,Head teacher,Day,9.0,2.0,1.0,12.0,30.0,-18.0
1921,2011,305,Kitgum,Head teacher,Day,9.0,2.0,1.0,12.0,55.0,-43.0
1922,2011,305,Kitgum,Senior teacher,Day,7.0,,2.0,9.0,4.0,5.0
1923,2011,305,Kitgum,Head teacher,Day,18.0,3.0,,21.0,,
1924,2011,305,Kitgum,Head teacher,Day,6.0,1.0,,7.0,,
1925,2011,305,Kitgum,Deputy headteacher,Day,5.0,2.0,1.0,8.0,35.0,-27.0
1926,2011,305,Kitgum,Deputy headteacher,Day,9.0,3.0,7.0,19.0,,
1927,2011,305,Kitgum,Senior teacher,Day,6.0,4.0,,10.0,,
1928,2011,305,Kitgum,Head teacher,Day,14.0,1.0,2.0,17.0,,
1929,2011,305,Kitgum,Deputy headteacher,Day,7.0,1.0,0.0,8.0,,
1930,2011,305,Kitgum,Head teacher,Day,8.0,1.0,,9.0,,
1931,2011,305,Kitgum,Deputy headteacher,Day,7.0,1.0,,8.0,,
1932,2011,305,Kitgum,Head teacher,Day,5.0,1.0,,6.0,,
1933,2011,305,Kitgum,Head teacher,Day,5.0,3.0,,8.0,,
1934,2011,305,Kitgum,Head teacher,Day,5.0,1.0,1.0,7.0,,
1935,2011,305,Kitgum,Deputy headteacher,Day,14.0,4.0,3.0,21.0,,
1936,2011,305,Kitgum,Deputy headteacher,Day,7.0,2.0,1.0,10.0,,
1937,2011,305,Kitgum,Head teacher,Day,4.0,2.0,4.0,10.0,,
1938,2011,305,Kitgum,Deputy headteacher,Day,11.0,3.0,0.0,14.0,29.0,-15.0
1939,2011,305,Kitgum,Deputy headteacher,Day,3.0,2.0,4.0,9.0,4.0,5.0
1940,2011,306,Kotido,Deputy headteacher,Day,8.0,2.0,1.0,11.0,13.0,-2.0
1941,2011,306,Kotido,Head teacher,Day,5.0,2.0,7.0,14.0,,
1942,2011,306,Kotido,Deputy headteacher,Both,5.0,2.0,,7.0,,
1943,2011,306,Kotido,Head teacher,Both,8.0,13.0,0.0,21.0,15.0,6.0
1944,2011,306,Kotido,Head teacher,Both,7.0,4.0,,11.0,,
1945,2011,306,Kotido,Deputy headteacher,Both,5.0,8.0,,13.0,10.0,3.0
1946,2011,306,Kotido,Head teacher,Day,9.0,7.0,,16.0,,
1947,2011,306,Kotido,Head teacher,Both,7.0,3.0,1.0,11.0,10.0,1.0
1948,2011,306,Kotido,Head teacher,Boarding,8.0,2.0,,10.0,,
1949,2011,306,Kotido,Deputy headteacher,Both,7.0,4.0,1.0,12.0,,
1950,2011,306,Kotido,Deputy headteacher,Both,8.0,3.0,11.0,22.0,,
1951,2011,306,Kotido,Head teacher,Both,5.0,4.0,,9.0,,
1952,2011,306,Kotido,Head teacher,Day,3.0,4.0,,7.0,,
1953,2011,306,Kotido,Head teacher,Both,4.0,2.0,1.0,7.0,,
1954,2011,307,Lira,,Day,12.0,,8.0,20.0,,
